,name,rating_val,num_of_ratings,percent_would_take_again,diff_level,href
1115,Carla Taunton,4.8,4 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/1221140
1116,Casey Beel,4.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2322982
1117,Wolfgang Rau,2.8,12 ratings,40%,3.8,https://www.ratemyprofessors.com/professor/949551
1118,Mayu Takasaki,4.5,6 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/1261664
1119,Kathy Jackson,1.8,6 ratings,0%,3.7,https://www.ratemyprofessors.com/professor/369860
1120,Lisa Szeker-Madden,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2309982
1121,Richard Day,2.4,5 ratings,100%,3.6,https://www.ratemyprofessors.com/professor/1713522
1122,Bruce Berman,2.7,12 ratings,50%,2.5,https://www.ratemyprofessors.com/professor/55460
1123,Clarke MacKey,4.1,20 ratings,100%,2.4,https://www.ratemyprofessors.com/professor/93023
1124,Jim Ridler,3.5,16 ratings,100%,2.3,https://www.ratemyprofessors.com/professor/29857
1125,Tonya Bauermann,4.7,3 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1982747
1126,Gary Bernfeld,4.3,7 ratings,67%,2.9,https://www.ratemyprofessors.com/professor/241835
1127,Susan Babbitt,3.8,15 ratings,100%,3.1,https://www.ratemyprofessors.com/professor/255545
1128,Manoj Dias-Abey,3.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2281402
1129,Rosemary Jolly,3.0,23 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/11230
1130,William Morrow,4.0,23 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/170256
1131,Lenin Arango-Castillo,1.5,2 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2246717
1132,Treena Bron,3.0,4 ratings,50%,3.5,https://www.ratemyprofessors.com/professor/2212799
1133,John Rapley,3.3,4 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2137445
1134,Jason Rhinelander,4.5,2 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/1876201
1135,Lynda E Colgan,2.9,7 ratings,0%,2.6,https://www.ratemyprofessors.com/professor/401319
1136,Lindsay Morcom,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2269815
1137,Christian Leuprecht,2.2,30 ratings,50%,3.9,https://www.ratemyprofessors.com/professor/172693
1138,John Hanes,4.7,132 ratings,60%,2.3,https://www.ratemyprofessors.com/professor/15764
1139,Qingguo Li,4.8,4 ratings,100%,2.8,https://www.ratemyprofessors.com/professor/1978606
1140,Eric Rapos,2.1,4 ratings,0%,3.5,https://www.ratemyprofessors.com/professor/1990156
1141,Ronald J Anderson,4.8,37 ratings,100%,3.2,https://www.ratemyprofessors.com/professor/114733
1142,Genevieve A Dumas,1.6,17 ratings,0%,3.3,https://www.ratemyprofessors.com/professor/108919
1143,Richard Reeve,2.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2224843
1144,Jill L Atkinson,3.9,15 ratings,67%,N/A,https://www.ratemyprofessors.com/professor/166207
1145,Dinah Jansen,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2264931
1146,Abigail Agresta,3.7,3 ratings,67%,3.7,https://www.ratemyprofessors.com/professor/2221558
1147,Laura Carlson,5.0,12 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/1796609
1148,Christine Hough,3.0,2 ratings,50%,4.5,https://www.ratemyprofessors.com/professor/2128755
1149,Hesham Farahat,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2255551
1150,Mick Smith,4.7,4 ratings,100%,2.8,https://www.ratemyprofessors.com/professor/1860432
1151,Phil Shadd,2.0,3 ratings,0%,2.7,https://www.ratemyprofessors.com/professor/1806318
1152,Christo Aivalis,3.1,4 ratings,0%,3.3,https://www.ratemyprofessors.com/professor/2026913
1153,Maria Avdeeva,2.3,4 ratings,25%,N/A,https://www.ratemyprofessors.com/professor/2227958
1154,Alan Lomax,5.0,3 ratings,100%,3.7,https://www.ratemyprofessors.com/professor/1830115
1155,Sean Field,2.5,3 ratings,0%,2.3,https://www.ratemyprofessors.com/professor/1962845
1156,Peter Dacin,3.0,4 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1842237
1157,Alex Jansen,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1660355
1158,Viken Koukounian,4.9,4 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2016884
1159,Frank Lewis,4.2,26 ratings,100%,2.4,https://www.ratemyprofessors.com/professor/85132
1160,Andrew McEachern,2.0,3 ratings,0%,4.3,https://www.ratemyprofessors.com/professor/2179890
1161,Euler Magno De Souza,3.8,24 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/113820
1162,Blaine Allan,4.8,17 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/102607
1163,Mary L McCollam,3.5,37 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/10120
1164,Sarah McKenzie,3.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2231049
1165,Robert Krone,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2209165
1166,Harold Mah,4.5,13 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/592739
1167,Daniel David Moses,1.8,11 ratings,0%,1.8,https://www.ratemyprofessors.com/professor/430633
1168,Nancy Roblin,2.2,6 ratings,0%,1.7,https://www.ratemyprofessors.com/professor/1793800
1169,Jessica Merolli,2.5,8 ratings,25%,2.5,https://www.ratemyprofessors.com/professor/2128966
1170,Anna Majury,4.5,8 ratings,100%,2.8,https://www.ratemyprofessors.com/professor/863385
1171,Margaret R Moore,3.5,19 ratings,100%,2.9,https://www.ratemyprofessors.com/professor/236703
1172,Mike Welker,4.5,18 ratings,100%,2.8,https://www.ratemyprofessors.com/professor/30083
1173,Nicholas Mosey,4.0,10 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/1483263
1174,Mike Kocsis,3.1,19 ratings,100%,2.2,https://www.ratemyprofessors.com/professor/486352
1175,Guojun Liu,1.0,1 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/2216740
1176,Jill Scott,4.7,6 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/754745
1177,Jack Jeswiet,1.9,23 ratings,0%,3.3,https://www.ratemyprofessors.com/professor/113024
1178,Jaspreet Tambar,5.0,1 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2210074
1179,Laurent Godin,3.6,5 ratings,0%,3.8,https://www.ratemyprofessors.com/professor/343379
1180,Jeffrey Brison,3.5,23 ratings,100%,2.4,https://www.ratemyprofessors.com/professor/33159
1181,Il-Yong Kim,4.0,17 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/629193
1182,John Hartwick,2.3,15 ratings,0%,2.9,https://www.ratemyprofessors.com/professor/140712
1183,Villia Jeffremovas,1.8,6 ratings,0%,N/A,https://www.ratemyprofessors.com/professor/1390738
1184,Marco Cozzi,3.1,7 ratings,50%,N/A,https://www.ratemyprofessors.com/professor/1433738
1185,Ayman Sabbah,4.8,2 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/2047718
1186,Roger Ware,3.0,14 ratings,0%,2.6,https://www.ratemyprofessors.com/professor/39558
1187,Khaled Hayajneh,4.3,3 ratings,100%,4.3,https://www.ratemyprofessors.com/professor/2158345
1188,Alexander Colpa,3.7,3 ratings,100%,2.7,https://www.ratemyprofessors.com/professor/1569757
1189,Fatma Sonmez-Saryal,5.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1419702
1190,Bill Racz,4.0,14 ratings,0%,2.3,https://www.ratemyprofessors.com/professor/28210
1191,Chester Weatherby,4.0,53 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/1363974
1192,Anita J Krajnc,2.9,19 ratings,100%,2.3,https://www.ratemyprofessors.com/professor/478164
1193,Yanxia Deng,3.3,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2130934
1194,Marianna Kontopoulou,3.8,6 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/165906
1195,Thomas Babak,3.0,2 ratings,100%,N/A,https://www.ratemyprofessors.com/professor/2123697
1196,Gordon Smith,3.9,7 ratings,0%,3.1,https://www.ratemyprofessors.com/professor/364441
1197,Victoria L Friesen,4.3,8 ratings,100%,2.1,https://www.ratemyprofessors.com/professor/168710
1198,Paula Klink,1.0,5 ratings,0%,3.6,https://www.ratemyprofessors.com/professor/564861
1199,Agnes Conacher,4.6,13 ratings,100%,1.7,https://www.ratemyprofessors.com/professor/841500
1200,David Mody,3.2,10 ratings,100%,3.5,https://www.ratemyprofessors.com/professor/1015364
1201,H Lorne Carmichael,3.8,46 ratings,100%,2.5,https://www.ratemyprofessors.com/professor/29896
1202,Laurene M Ratcliffe,4.0,14 ratings,100%,2.6,https://www.ratemyprofessors.com/professor/15843
1203,Christian Tolsa,2.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/2146232
1204,Adair Redish,4.5,14 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/107368
1205,Pamela Dickey Young,4.4,11 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/57089
1206,Weili Ding,2.5,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1902852
1207,Jane Chin,4.9,12 ratings,N/A,1.5,https://www.ratemyprofessors.com/professor/1827998
1208,Katherine Kretler,4.8,4 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/1950637
1209,Angie Pepper,2.5,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/2126313
1210,John Meligrana,1.0,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/2134066
1211,Kevin Robbie,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1570308
1212,Lindsey Fitzpatrick,1.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/2130746
1213,Tracey Hamilton,1.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/2126315
1214,Houchang Hassan-Yari,3.5,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/633979
1215,Pat Rae,5.0,4 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1091854
1216,John C Moore,4.9,11 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/382421
1217,Alastair V Ferguson,4.6,6 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/83226
1218,Stephen Hughes,4.1,5 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/1625746
1219,Villia Jefremovas,3.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/433078
1220,Ted Rettig,3.4,5 ratings,N/A,1.6,https://www.ratemyprofessors.com/professor/57050
1221,Margaret Little,3.9,15 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/257852
1222,Lewis Linton Tomalty,4.4,15 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/149321
1223,Alexander Molnar,4.8,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/2069181
1224,Geoffrey Lockwood,5.0,24 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/148010
1225,Vladimir Krstic,5.0,2 ratings,N/A,1.5,https://www.ratemyprofessors.com/professor/1970867
1226,Jeffery MacCormack,5.0,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1873199
1227,Sharief Oteafy,5.0,3 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/1971136
1228,James Bergin,3.3,27 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/225249
1229,Cristian Tolsa,2.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/2042627
1230,Tanya Levin,2.9,14 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/405254
1231,Philip Bonnaventure,4.9,9 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1570251
1232,Hitay Yukseker,3.3,45 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/30283
1233,Morteza Shirkhanzadeh,3.0,26 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/108125
1234,Otis Tamasauskas,3.6,8 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/460735
1235,John Young,4.3,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1999323
1236,Keith Banting,4.0,3 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/840652
1237,Robert McKeown,2.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/2063839
1238,Ali Roumani,4.5,17 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/969880
1239,Gisele Szczesniak,2.5,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1537420
1240,Bo Pazderka,4.3,12 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/29692
1241,Juliana Akit Ramsay,4.8,6 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/114715
1242,John Lazarus,4.2,17 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/11680
1243,Bruce Kelly,4.8,6 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/73419
1244,Tom Harris,4.6,39 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/70901
1245,Brant Peppley,2.3,9 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/1108039
1246,Jennine Ball,4.2,11 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/124058
1247,Martin Duncan,4.4,5 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/1477652
1248,Shannon Goodspeed,4.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1619463
1249,Teri Shearer,4.4,14 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/27291
1250,Scott MacLean,3.9,20 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/210101
1251,Wally J Bartfay,4.3,10 ratings,N/A,1.9,https://www.ratemyprofessors.com/professor/148635
1252,Judit Luengo-Martinelli,4.4,17 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/230269
1253,Heather Bastedo,3.4,8 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/1924872
1254,Jock Gunn,3.6,21 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/11714
1255,Roberta Lamb,1.6,20 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/35606
1256,Gary W VanLoon,3.1,44 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/151977
1257,James F Archibald,4.5,25 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/113019
1258,Bernard H Kueper,3.8,22 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/108122
1259,Jason Boulet,4.5,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1242472
1260,Amira Halabi,4.4,7 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/1732885
1261,Frank Burke,3.5,27 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/102612
1262,Maury Breslow,3.2,5 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/210163
1263,Jill Smith,2.3,11 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/148670
1264,Peter T Boag,3.8,18 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/138339
1265,Michael George Blennerhassett,3.7,9 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/225252
1266,Dana Olwan,4.5,6 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/908160
1267,R  Keith Poole,3.8,6 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/429878
1268,Richard J Day,3.3,29 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/78808
1269,Ryan Riordan,3.3,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1954564
1270,Marsha Singh,3.5,10 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/167760
1271,Wei Wang,3.8,10 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/1095704
1272,Rachael Bosma,3.0,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1921173
1273,Elodie Vignon,2.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1973287
1274,Maria Grazia Viola,3.6,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/709093
1275,Patrick Reynolds,4.9,12 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/1028577
1276,Parvin Mousavi,3.0,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1060352
1277,Phillip J Wood,2.1,32 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/27832
1278,Boris Castel,3.9,22 ratings,N/A,1.9,https://www.ratemyprofessors.com/professor/55732
1279,Toby Moorsom,3.8,9 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/1403457
1280,Noel P James,4.3,7 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/242600
1281,Angela Howell-Moneta,4.8,3 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/1815480
1282,Christian Lloyd,4.6,18 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/56291
1283,Steven Smith,4.1,19 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/73034
1284,Allan Manson,3.4,14 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/125067
1285,Christine Elie,5.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1911880
1286,Ralph A Whitney,3.5,11 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/146667
1287,Sandy Staples,4.3,11 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/30077
1288,Joan E McDuff,5.0,6 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/420152
1289,Normand Perreault,5.0,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/1910880
1290,Eric Litwack,4.1,9 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/1007776
1291,Dan Oxley,4.6,5 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/859211
1292,Zongchao Jia,4.5,6 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/101544
1293,Valerie Murphy,3.5,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/1893254
1294,Samantha Sandassie,5.0,8 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/1588070
1295,Marie-Lou Kaitting,2.8,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/1424096
1296,Gabriela Ibarguchi,4.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1805776
1297,Jane Webster,2.4,17 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/27354
1298,Tracy Russell,2.4,4 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/716855
1299,Sandra L McBride,3.9,68 ratings,N/A,4.3,https://www.ratemyprofessors.com/professor/35489
1300,Erwin Buncel,1.9,4 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/818809
1301,Hamid Falahati,4.4,8 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/1870705
1302,Jeff McGill,4.3,9 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/29717
1303,Sam Kirshner,4.3,11 ratings,N/A,2.1,https://www.ratemyprofessors.com/professor/1593506
1304,David Elder,4.5,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/840656
1305,Yaroslav Konar,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1879664
1306,John Fisher,4.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1895717
1307,Sarah Waurechen,4.4,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1505747
1308,Steve Iscoe,2.5,22 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/41713
1309,Shehla Burney,3.6,11 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/919362
1310,Stephen D McKinnon,2.8,9 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/112153
1311,Oleg Kamaev,4.1,6 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1694790
1312,Barbara Kisilevsky,2.3,17 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/225268
1313,Martin Pare,3.7,5 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/42542
1314,Jim Rodger,3.4,18 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/55728
1315,Joan Schwartz,3.4,10 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/75135
1316,Caitlin Charman,4.5,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1053197
1317,Sonja Allen,4.8,5 ratings,N/A,1.8,https://www.ratemyprofessors.com/professor/34558
1318,Yuri Levin,4.8,13 ratings,N/A,2.1,https://www.ratemyprofessors.com/professor/122220
1319,Andrew Hoefel,5.0,6 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/1691090
1320,Andrew Vlasic,1.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1879528
1321,George Clark,2.8,10 ratings,N/A,3.8,https://www.ratemyprofessors.com/professor/79973
1322,Brian E Butler,3.9,92 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/27570
1323,Roger Browse,4.2,13 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/35111
1324,Kevin Banks,4.3,4 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/1044900
1325,John Freeman,2.9,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/554917
1326,Shawna O'Grady,4.3,13 ratings,N/A,2.1,https://www.ratemyprofessors.com/professor/107451
1327,Leo B Jonker,4.9,120 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/15758
1328,Carol McKeen,2.2,22 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/91073
1329,Alan Bloomfield,5.0,8 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/1743797
1330,Ian Towner,4.9,12 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/148017
1331,Shetuan Zhang,2.7,7 ratings,N/A,2.1,https://www.ratemyprofessors.com/professor/1401474
1332,Georgia Carley,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1863626
1333,Robert S Snetsinger,2.6,17 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/168698
1334,Ingrid Johnsrude,4.2,15 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/241626
1335,Mark Sirrett,5.0,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/747503
1336,W Alan Gorman,4.6,7 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/146669
1337,Herb Basser,3.1,33 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/93006
1338,Tracy Ware,4.2,41 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/30285
1339,Hester Graves,2.9,12 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/1328654
1340,Michael Stephen Cummings,3.8,40 ratings,N/A,3.1,https://www.ratemyprofessors.com/professor/39723
1341,Catherine Wells,4.7,5 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/392024
1342,Gaston Tremblay,3.0,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/1754649
1343,Anastasia Riehl,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1857137
1344,Julia Burbidge,5.0,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/professor/1217412
1345,Charlie Chen,3.3,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1457608
1346,Frank Zeman,1.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1848560
1347,Roger E Wright,3.8,16 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/414002
1348,Derek Redmond,2.9,26 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/93014
1349,Michael Snediker,3.4,14 ratings,N/A,3.4,https://www.ratemyprofessors.com/professor/1334376
1350,Tomas Money,4.6,12 ratings,N/A,1.8,https://www.ratemyprofessors.com/professor/1688452
1351,Dana Edgs,4.8,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1722499
1352,Eugene Zaremba,3.8,32 ratings,N/A,4.2,https://www.ratemyprofessors.com/professor/45386
1353,Steve Harrison,4.1,10 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/138066
1354,Jim Molos,4.9,23 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/823937
1355,Robert Dennis,4.7,8 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/1299890
1356,Leroy Whitehead,3.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1486626
1357,Alice Aiken,2.8,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1749531
1358,Siphiwe Dube,3.1,10 ratings,N/A,2.9,https://www.ratemyprofessors.com/professor/1069492
1359,James Stayer,2.5,16 ratings,N/A,3.7,https://www.ratemyprofessors.com/professor/37289
1360,Terry Wang,4.3,6 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/1610347
1361,Vincent Chandler,3.0,2 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1760666
1362,Natalie Cann,4.1,5 ratings,N/A,2.2,https://www.ratemyprofessors.com/professor/1198738
1363,Kyle Hodder,3.6,10 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/356870
1364,Matt Scribner,3.8,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1807047
1365,Fred Locke,3.7,9 ratings,N/A,3.2,https://www.ratemyprofessors.com/professor/69838
1366,Margaret Erskine,3.3,8 ratings,N/A,2.6,https://www.ratemyprofessors.com/professor/1673896
1367,Rebecca Anweiler,2.9,6 ratings,N/A,4.3,https://www.ratemyprofessors.com/professor/923271
1368,William Gordan Sirman,4.4,4 ratings,N/A,2.3,https://www.ratemyprofessors.com/professor/935385
1369,Andrew Graham,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1824460
1370,Peter Hodson,4.4,14 ratings,N/A,2.4,https://www.ratemyprofessors.com/professor/27286
1371,Spencer Moore,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1822433
1372,Tsvi Kahana,3.2,24 ratings,N/A,3.3,https://www.ratemyprofessors.com/professor/522134
1373,Basel Nabulsi,4.3,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1547820
1374,Barbara Roberts,3.0,2 ratings,N/A,4.5,https://www.ratemyprofessors.com/professor/883322
1375,T Patrick Martin,2.6,13 ratings,N/A,3.5,https://www.ratemyprofessors.com/professor/51493
1376,Natalie Kalmet,5.0,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1812873
1377,Clara Marvin,2.7,16 ratings,N/A,4.1,https://www.ratemyprofessors.com/professor/102488
1378,Fraser Hawkins,4.5,1 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1810710
1379,Terry Krupa,4.0,5 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/495297
1380,Marc Foley,4.6,4 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1792562
1381,Ruth Gruer,3.8,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/professor/1680730
1382,Jeremy Dechavez,4.1,18 ratings,N/A,1.6,https://www.ratemyprofessors.com/professor/1552247
1383,Roderick C L Lindsay,2.8,28 ratings,N/A,3.6,https://www.ratemyprofessors.com/professor/101228
1384,Rahul Sapra,3.8,16 ratings,N/A,1.9,https://www.ratemyprofessors.com/professor/409397
1385,Ali Moallem,3.7,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/professor/1624428
1386,Gurjit Sandhu,4.6,5 ratings,N/A,2.8,https://www.ratemyprofessors.com/professor/1013839
1387,Marisa Caswell,4.3,3 ratings,N/A,N/A,https://www.ratemyprofessors.com/professor/1778269
